AI Method,Ghost Method,Time (s),Score,Level
10804,RLPacMan,MyGhosts,22.13,2870,1
10805,RLPacMan,MyGhosts,34.40,1920,1
10806,RLPacMan,MyGhosts,31.28,2920,1
10807,RLPacMan,MyGhosts,17.87,2070,1
10808,RLPacMan,MyGhosts,21.97,2920,1
10809,RLPacMan,MyGhosts,41.93,2850,1
10810,RLPacMan,MyGhosts,26.43,2180,1
10811,RLPacMan,MyGhosts,86.55,6860,2
10812,RLPacMan,MyGhosts,28.12,2490,1
10813,RLPacMan,MyGhosts,10.78,1090,1
10814,RLPacMan,MyGhosts,44.30,2780,1
10815,RLPacMan,MyGhosts,39.60,2930,1
10816,RLPacMan,MyGhosts,19.53,2530,1
10817,RLPacMan,MyGhosts,26.33,2580,1
10818,RLPacMan,MyGhosts,48.67,2830,1
10819,RLPacMan,MyGhosts,40.13,3190,1
10820,RLPacMan,MyGhosts,11.43,850,1
10821,RLPacMan,MyGhosts,26.97,3220,1
10822,RLPacMan,MyGhosts,13.53,1840,1
10823,RLPacMan,MyGhosts,17.68,2130,1
10824,RLPacMan,MyGhosts,14.82,1100,1
10825,RLPacMan,MyGhosts,14.13,1890,1
10826,RLPacMan,MyGhosts,21.83,2500,1
10827,RLPacMan,MyGhosts,76.32,3950,2
10828,RLPacMan,MyGhosts,14.18,1150,1
10829,RLPacMan,MyGhosts,8.62,820,1
10830,RLPacMan,MyGhosts,48.20,2720,1
10831,RLPacMan,MyGhosts,39.13,3750,1
10832,RLPacMan,MyGhosts,40.18,2510,1
10833,RLPacMan,MyGhosts,41.83,3240,1
10834,RLPacMan,MyGhosts,23.42,2070,1
10835,RLPacMan,MyGhosts,27.98,2560,1
10836,RLPacMan,MyGhosts,26.67,2580,1
10837,RLPacMan,MyGhosts,33.43,2800,1
10838,RLPacMan,MyGhosts,15.77,1160,1
10839,RLPacMan,MyGhosts,27.88,2850,1
10840,RLPacMan,MyGhosts,14.60,1890,1
10841,RLPacMan,MyGhosts,19.77,1730,1
10842,RLPacMan,MyGhosts,24.77,2470,1
10843,RLPacMan,MyGhosts,36.35,1850,1
10844,RLPacMan,MyGhosts,16.42,2050,1
10845,RLPacMan,MyGhosts,17.22,1520,1
10846,RLPacMan,MyGhosts,12.73,1900,1
10847,RLPacMan,MyGhosts,38.50,2730,1
10848,RLPacMan,MyGhosts,14.47,1890,1
10849,RLPacMan,MyGhosts,62.85,2430,1
10850,RLPacMan,MyGhosts,25.85,3430,1
10851,RLPacMan,MyGhosts,23.68,2500,1
10852,RLPacMan,MyGhosts,51.62,2580,1
10853,RLPacMan,MyGhosts,15.33,1890,1
10854,RLPacMan,MyGhosts,12.73,1900,1
10855,RLPacMan,MyGhosts,85.38,6240,2
10856,RLPacMan,MyGhosts,23.70,2470,1
10857,RLPacMan,MyGhosts,15.98,1770,1
10858,RLPacMan,MyGhosts,20.32,3350,1
10859,RLPacMan,MyGhosts,28.72,3820,1
10860,RLPacMan,MyGhosts,36.25,2850,1
10861,RLPacMan,MyGhosts,33.28,2750,1
10862,RLPacMan,MyGhosts,65.35,3640,1
10863,RLPacMan,MyGhosts,23.20,2570,1
10864,RLPacMan,MyGhosts,33.97,3990,1
10865,RLPacMan,MyGhosts,28.75,2230,1
10866,RLPacMan,MyGhosts,29.72,2370,1
10867,RLPacMan,MyGhosts,21.18,2550,1
10868,RLPacMan,MyGhosts,34.30,2290,1
10869,RLPacMan,MyGhosts,42.00,3320,1
10870,RLPacMan,MyGhosts,27.77,2690,1
10871,RLPacMan,MyGhosts,19.62,1910,1
10872,RLPacMan,MyGhosts,32.65,3030,1
10873,RLPacMan,MyGhosts,30.30,2740,1
10874,RLPacMan,MyGhosts,35.70,3460,1
10875,RLPacMan,MyGhosts,21.67,1900,1
10876,RLPacMan,MyGhosts,80.63,5820,2
10877,RLPacMan,MyGhosts,12.33,1880,1
10878,RLPacMan,MyGhosts,28.33,3120,1
10879,RLPacMan,MyGhosts,13.90,2110,1
10880,RLPacMan,MyGhosts,25.23,2090,1
10881,RLPacMan,MyGhosts,23.70,1950,1
10882,RLPacMan,MyGhosts,53.52,2330,1
10883,RLPacMan,MyGhosts,24.33,3740,1
10884,RLPacMan,MyGhosts,43.33,3590,1
10885,RLPacMan,MyGhosts,28.07,2840,1
10886,RLPacMan,MyGhosts,28.85,3490,1
10887,RLPacMan,MyGhosts,12.40,1890,1
10888,RLPacMan,MyGhosts,30.00,2790,1
10889,RLPacMan,MyGhosts,15.07,1890,1
10890,RLPacMan,MyGhosts,18.57,2960,1
10891,RLPacMan,MyGhosts,13.80,710,1
10892,RLPacMan,MyGhosts,34.42,3780,1
10893,RLPacMan,MyGhosts,12.28,960,1
10894,RLPacMan,MyGhosts,13.23,1880,1
10895,RLPacMan,MyGhosts,42.27,5500,1
10896,RLPacMan,MyGhosts,19.47,2350,1
10897,RLPacMan,MyGhosts,14.73,1470,1
10898,RLPacMan,MyGhosts,21.10,2440,1
10899,RLPacMan,MyGhosts,65.07,2630,1
10900,RLPacMan,MyGhosts,25.32,2560,1
10901,RLPacMan,MyGhosts,54.03,2350,1
10902,RLPacMan,MyGhosts,35.73,2830,1
10903,RLPacMan,MyGhosts,24.15,2140,1
10904,RLPacMan,MyGhosts,22.13,1580,1
10905,RLPacMan,MyGhosts,25.85,3220,1
10906,RLPacMan,MyGhosts,29.83,3020,1
10907,RLPacMan,MyGhosts,17.67,2080,1
10908,RLPacMan,MyGhosts,10.22,960,1
10909,RLPacMan,MyGhosts,17.85,2080,1
10910,RLPacMan,MyGhosts,50.48,3900,1
10911,RLPacMan,MyGhosts,17.97,1120,1
10912,RLPacMan,MyGhosts,86.55,4750,2
10913,RLPacMan,MyGhosts,19.85,2000,1
10914,RLPacMan,MyGhosts,8.62,820,1
10915,RLPacMan,MyGhosts,13.60,1940,1
10916,RLPacMan,MyGhosts,10.05,750,1
10917,RLPacMan,MyGhosts,22.65,2130,1
10918,RLPacMan,MyGhosts,54.90,2840,1
10919,RLPacMan,MyGhosts,41.87,2500,1
10920,RLPacMan,MyGhosts,30.35,2980,1
10921,RLPacMan,MyGhosts,29.37,1850,1
10922,RLPacMan,MyGhosts,36.05,3210,1
10923,RLPacMan,MyGhosts,37.40,2430,1
10924,RLPacMan,MyGhosts,27.28,2530,1
10925,RLPacMan,MyGhosts,20.72,1590,1
10926,RLPacMan,MyGhosts,23.88,1960,1
10927,RLPacMan,MyGhosts,12.73,1900,1
10928,RLPacMan,MyGhosts,39.30,2720,1
10929,RLPacMan,MyGhosts,14.47,1890,1
10930,RLPacMan,MyGhosts,14.63,2050,1
10931,RLPacMan,MyGhosts,18.52,1450,1
10932,RLPacMan,MyGhosts,81.37,6400,2
10933,RLPacMan,MyGhosts,28.18,2240,1
10934,RLPacMan,MyGhosts,15.13,1940,1
10935,RLPacMan,MyGhosts,20.30,2270,1
10936,RLPacMan,MyGhosts,43.42,2650,1
10937,RLPacMan,MyGhosts,22.32,3700,1
10938,RLPacMan,MyGhosts,15.12,1920,1
10939,RLPacMan,MyGhosts,19.05,2870,1
10940,RLPacMan,MyGhosts,34.15,2830,1
10941,RLPacMan,MyGhosts,34.93,3300,1
10942,RLPacMan,MyGhosts,12.73,1900,1
10943,RLPacMan,MyGhosts,55.78,4320,1
10944,RLPacMan,MyGhosts,53.52,2150,1
10945,RLPacMan,MyGhosts,27.97,2070,1
10946,RLPacMan,MyGhosts,32.27,3190,1
10947,RLPacMan,MyGhosts,32.37,3240,1
10948,RLPacMan,MyGhosts,37.43,2560,1
10949,RLPacMan,MyGhosts,29.18,2280,1
10950,RLPacMan,MyGhosts,19.52,2180,1
10951,RLPacMan,MyGhosts,33.00,2160,1
10952,RLPacMan,MyGhosts,26.15,4820,1
10953,RLPacMan,MyGhosts,31.77,3630,1
10954,RLPacMan,MyGhosts,17.53,1410,1
10955,RLPacMan,MyGhosts,14.97,1390,1
10956,RLPacMan,MyGhosts,44.15,3920,1
10957,RLPacMan,MyGhosts,27.77,2010,1
10958,RLPacMan,MyGhosts,21.17,2240,1
10959,RLPacMan,MyGhosts,18.15,2500,1
10960,RLPacMan,MyGhosts,53.07,1800,1
10961,RLPacMan,MyGhosts,65.35,2780,1
10962,RLPacMan,MyGhosts,29.92,3320,1
10963,RLPacMan,MyGhosts,17.43,2070,1
10964,RLPacMan,MyGhosts,13.58,1180,1
10965,RLPacMan,MyGhosts,58.65,2540,1
10966,RLPacMan,MyGhosts,17.67,1920,1
10967,RLPacMan,MyGhosts,22.52,1770,1
10968,RLPacMan,MyGhosts,9.42,730,1
10969,RLPacMan,MyGhosts,37.60,2130,1
10970,RLPacMan,MyGhosts,32.20,3340,1
10971,RLPacMan,MyGhosts,49.22,3210,1
10972,RLPacMan,MyGhosts,12.73,1900,1
10973,RLPacMan,MyGhosts,61.43,5660,1
10974,RLPacMan,MyGhosts,20.17,1540,1
10975,RLPacMan,MyGhosts,89.07,4700,2
10976,RLPacMan,MyGhosts,35.45,3980,1
10977,RLPacMan,MyGhosts,15.03,1170,1
10978,RLPacMan,MyGhosts,14.47,1890,1
10979,RLPacMan,MyGhosts,23.32,2980,1
10980,RLPacMan,MyGhosts,31.17,3450,1
10981,RLPacMan,MyGhosts,45.25,2490,1
10982,RLPacMan,MyGhosts,23.58,1830,1
10983,RLPacMan,MyGhosts,21.65,2640,1
10984,RLPacMan,MyGhosts,8.62,820,1
10985,RLPacMan,MyGhosts,12.80,1030,1
10986,RLPacMan,MyGhosts,12.65,2570,1
10987,RLPacMan,MyGhosts,39.40,2230,1
10988,RLPacMan,MyGhosts,63.27,2980,1
10989,RLPacMan,MyGhosts,12.67,1080,1
10990,RLPacMan,MyGhosts,16.35,1160,1
10991,RLPacMan,MyGhosts,29.53,3150,1
10992,RLPacMan,MyGhosts,17.72,1550,1
10993,RLPacMan,MyGhosts,13.23,1980,1
10994,RLPacMan,MyGhosts,34.07,2670,1
10995,RLPacMan,MyGhosts,14.23,1490,1
10996,RLPacMan,MyGhosts,10.90,820,1
10997,RLPacMan,MyGhosts,12.73,1900,1
10998,RLPacMan,MyGhosts,18.57,1650,1
10999,RLPacMan,MyGhosts,8.27,650,1
11000,RLPacMan,MyGhosts,19.15,1740,1
11001,RLPacMan,MyGhosts,19.78,2120,1
11002,RLPacMan,MyGhosts,44.27,3270,1
11003,RLPacMan,MyGhosts,13.30,1050,1
11004,RLPacMan,MyGhosts,14.65,1150,1
11005,RLPacMan,MyGhosts,15.38,1890,1
11006,RLPacMan,MyGhosts,23.15,4820,1
11007,RLPacMan,MyGhosts,33.62,3090,1
11008,RLPacMan,MyGhosts,55.53,4610,1
11009,RLPacMan,MyGhosts,26.25,3180,1
11010,RLPacMan,MyGhosts,25.90,2160,1
11011,RLPacMan,MyGhosts,10.78,990,1
11012,RLPacMan,MyGhosts,13.40,1890,1
11013,RLPacMan,MyGhosts,16.25,1990,1
11014,RLPacMan,MyGhosts,31.22,2600,1
11015,RLPacMan,MyGhosts,9.58,810,1
11016,RLPacMan,MyGhosts,13.12,1920,1
11017,RLPacMan,MyGhosts,12.73,1900,1
11018,RLPacMan,MyGhosts,28.45,3020,1
11019,RLPacMan,MyGhosts,8.17,640,1
11020,RLPacMan,MyGhosts,20.73,2590,1
11021,RLPacMan,MyGhosts,15.58,1550,1
11022,RLPacMan,MyGhosts,18.42,2730,1
11023,RLPacMan,MyGhosts,40.67,2670,1
11024,RLPacMan,MyGhosts,17.87,1310,1
11025,RLPacMan,MyGhosts,42.95,5420,1
11026,RLPacMan,MyGhosts,37.22,3170,1
11027,RLPacMan,MyGhosts,27.25,2290,1
11028,RLPacMan,MyGhosts,28.92,3180,1
11029,RLPacMan,MyGhosts,27.18,2120,1
11030,RLPacMan,MyGhosts,15.87,1650,1
11031,RLPacMan,MyGhosts,13.60,1940,1
11032,RLPacMan,MyGhosts,35.65,2530,1
11033,RLPacMan,MyGhosts,17.78,1690,1
11034,RLPacMan,MyGhosts,49.55,3560,1
11035,RLPacMan,MyGhosts,18.43,1890,1
11036,RLPacMan,MyGhosts,40.57,2450,1
11037,RLPacMan,MyGhosts,46.03,3220,1
11038,RLPacMan,MyGhosts,40.47,3160,1
11039,RLPacMan,MyGhosts,21.60,2060,1
11040,RLPacMan,MyGhosts,43.45,3760,1
11041,RLPacMan,MyGhosts,27.80,3130,1
11042,RLPacMan,MyGhosts,38.55,2300,1
11043,RLPacMan,MyGhosts,24.48,2720,1
11044,RLPacMan,MyGhosts,33.33,3180,1
11045,RLPacMan,MyGhosts,15.00,810,1
11046,RLPacMan,MyGhosts,15.93,2090,1
11047,RLPacMan,MyGhosts,23.60,2550,1
11048,RLPacMan,MyGhosts,12.73,1900,1
11049,RLPacMan,MyGhosts,31.58,2160,1
11050,RLPacMan,MyGhosts,54.15,3770,1
11051,RLPacMan,MyGhosts,24.33,2190,1
11052,RLPacMan,MyGhosts,23.62,2450,1
11053,RLPacMan,MyGhosts,49.20,3420,1
11054,RLPacMan,MyGhosts,19.97,1380,1
11055,RLPacMan,MyGhosts,17.72,1690,1
11056,RLPacMan,MyGhosts,14.47,1890,1
11057,RLPacMan,MyGhosts,16.40,2090,1
11058,RLPacMan,MyGhosts,29.75,3270,1
11059,RLPacMan,MyGhosts,19.95,2130,1
11060,RLPacMan,MyGhosts,36.70,2450,1
11061,RLPacMan,MyGhosts,27.70,3800,1
11062,RLPacMan,MyGhosts,41.83,3050,1
11063,RLPacMan,MyGhosts,82.65,5700,2
11064,RLPacMan,MyGhosts,14.40,1890,1
11065,RLPacMan,MyGhosts,14.48,1840,1
11066,RLPacMan,MyGhosts,8.62,820,1
11067,RLPacMan,MyGhosts,12.73,1900,1
11068,RLPacMan,MyGhosts,25.53,2840,1
11069,RLPacMan,MyGhosts,58.97,3090,1
11070,RLPacMan,MyGhosts,31.77,4350,1
11071,RLPacMan,MyGhosts,12.85,1140,1
11072,RLPacMan,MyGhosts,52.30,2820,1
11073,RLPacMan,MyGhosts,31.92,2230,1
11074,RLPacMan,MyGhosts,19.73,1600,1
11075,RLPacMan,MyGhosts,28.32,3270,1
11076,RLPacMan,MyGhosts,18.00,1920,1
11077,RLPacMan,MyGhosts,12.87,1890,1
11078,RLPacMan,MyGhosts,34.73,2500,1
11079,RLPacMan,MyGhosts,14.47,1890,1
11080,RLPacMan,MyGhosts,35.65,3030,1
11081,RLPacMan,MyGhosts,15.80,1420,1
11082,RLPacMan,MyGhosts,24.58,1850,1
11083,RLPacMan,MyGhosts,36.03,3530,1
11084,RLPacMan,MyGhosts,24.48,2870,1
11085,RLPacMan,MyGhosts,26.12,1320,1
11086,RLPacMan,MyGhosts,27.65,3140,1
11087,RLPacMan,MyGhosts,40.88,3180,1
11088,RLPacMan,MyGhosts,62.60,2940,1
11089,RLPacMan,MyGhosts,18.18,860,1
11090,RLPacMan,MyGhosts,77.00,6340,2
11091,RLPacMan,MyGhosts,28.47,2430,1
11092,RLPacMan,MyGhosts,18.53,1980,1
11093,RLPacMan,MyGhosts,12.73,1900,1
11094,RLPacMan,MyGhosts,24.43,2510,1
11095,RLPacMan,MyGhosts,40.78,2460,1
11096,RLPacMan,MyGhosts,31.02,3000,1
11097,RLPacMan,MyGhosts,26.98,2200,1
11098,RLPacMan,MyGhosts,22.45,2500,1
11099,RLPacMan,MyGhosts,18.32,1740,1
11100,RLPacMan,MyGhosts,48.35,2990,1
11101,RLPacMan,MyGhosts,14.43,1990,1
11102,RLPacMan,MyGhosts,46.40,1980,1
11103,RLPacMan,MyGhosts,30.70,2650,1
11104,RLPacMan,MyGhosts,7.87,710,1
11105,RLPacMan,MyGhosts,14.00,990,1
11106,RLPacMan,MyGhosts,15.38,1590,1
11107,RLPacMan,MyGhosts,12.73,1900,1
11108,RLPacMan,MyGhosts,15.27,1840,1
11109,RLPacMan,MyGhosts,14.60,1890,1
11110,RLPacMan,MyGhosts,22.18,2640,1
11111,RLPacMan,MyGhosts,38.82,2240,1
11112,RLPacMan,MyGhosts,23.58,2680,1
11113,RLPacMan,MyGhosts,42.52,2840,1
11114,RLPacMan,MyGhosts,22.08,2630,1
11115,RLPacMan,MyGhosts,20.60,2420,1
11116,RLPacMan,MyGhosts,54.52,2690,1
11117,RLPacMan,MyGhosts,32.05,3340,1
11118,RLPacMan,MyGhosts,15.10,1090,1
11119,RLPacMan,MyGhosts,29.38,2180,1
11120,RLPacMan,MyGhosts,31.10,2710,1
11121,RLPacMan,MyGhosts,8.18,730,1
11122,RLPacMan,MyGhosts,10.07,700,1
11123,RLPacMan,MyGhosts,22.33,1610,1
11124,RLPacMan,MyGhosts,12.73,1900,1
11125,RLPacMan,MyGhosts,14.40,1890,1
11126,RLPacMan,MyGhosts,16.08,2790,1
11127,RLPacMan,MyGhosts,32.95,2930,1
11128,RLPacMan,MyGhosts,19.12,1420,1
11129,RLPacMan,MyGhosts,22.60,2500,1
11130,RLPacMan,MyGhosts,57.52,2850,1
11131,RLPacMan,MyGhosts,18.42,1920,1
11132,RLPacMan,MyGhosts,37.82,2720,1
11133,RLPacMan,MyGhosts,39.27,3520,1
11134,RLPacMan,MyGhosts,8.63,750,1
11135,RLPacMan,MyGhosts,12.73,1900,1
11136,RLPacMan,MyGhosts,24.68,2710,1
11137,RLPacMan,MyGhosts,39.20,4230,1
11138,RLPacMan,MyGhosts,14.78,1360,1
11139,RLPacMan,MyGhosts,31.93,2040,1
11140,RLPacMan,MyGhosts,25.57,2440,1
11141,RLPacMan,MyGhosts,48.65,3270,1
11142,RLPacMan,MyGhosts,37.17,2950,1
11143,RLPacMan,MyGhosts,29.62,3900,1
11144,RLPacMan,MyGhosts,13.43,1820,1
11145,RLPacMan,MyGhosts,30.75,2410,1
11146,RLPacMan,MyGhosts,31.20,2640,1
11147,RLPacMan,MyGhosts,18.43,1890,1
11148,RLPacMan,MyGhosts,30.93,3640,1
11149,RLPacMan,MyGhosts,77.07,5680,2
11150,RLPacMan,MyGhosts,37.77,2660,1
11151,RLPacMan,MyGhosts,12.73,1900,1
11152,RLPacMan,MyGhosts,30.20,2430,1
11153,RLPacMan,MyGhosts,21.62,5240,1
11154,RLPacMan,MyGhosts,29.03,1960,1
11155,RLPacMan,MyGhosts,14.40,1890,1
11156,RLPacMan,MyGhosts,20.50,1800,1
11157,RLPacMan,MyGhosts,32.18,3000,1
11158,RLPacMan,MyGhosts,19.08,2450,1
11159,RLPacMan,MyGhosts,24.15,2040,1
11160,RLPacMan,MyGhosts,19.57,1650,1
11161,RLPacMan,MyGhosts,46.33,3160,1
11162,RLPacMan,MyGhosts,30.80,3190,1
11163,RLPacMan,MyGhosts,23.63,2510,1
11164,RLPacMan,MyGhosts,37.48,5670,1
11165,RLPacMan,MyGhosts,20.68,1860,1
11166,RLPacMan,MyGhosts,85.45,4300,2
11167,RLPacMan,MyGhosts,35.12,3750,1
11168,RLPacMan,MyGhosts,36.80,3580,1
11169,RLPacMan,MyGhosts,23.23,2220,1
11170,RLPacMan,MyGhosts,40.67,3500,1
11171,RLPacMan,MyGhosts,31.83,4720,1
11172,RLPacMan,MyGhosts,19.27,2010,1
11173,RLPacMan,MyGhosts,15.27,1740,1
11174,RLPacMan,MyGhosts,28.85,2320,1
11175,RLPacMan,MyGhosts,41.52,3120,1
11176,RLPacMan,MyGhosts,16.70,1530,1
11177,RLPacMan,MyGhosts,25.45,3240,1
11178,RLPacMan,MyGhosts,16.22,1340,1
11179,RLPacMan,MyGhosts,27.12,5520,1
11180,RLPacMan,MyGhosts,22.18,1550,1
11181,RLPacMan,MyGhosts,14.22,1160,1
11182,RLPacMan,MyGhosts,57.43,3960,1
11183,RLPacMan,MyGhosts,10.75,950,1
11184,RLPacMan,MyGhosts,16.30,1920,1
11185,RLPacMan,MyGhosts,42.17,3640,1
11186,RLPacMan,MyGhosts,33.80,2770,1
11187,RLPacMan,MyGhosts,9.53,610,1
11188,RLPacMan,MyGhosts,37.13,3940,1
11189,RLPacMan,MyGhosts,18.13,2770,1
11190,RLPacMan,MyGhosts,12.73,1900,1
11191,RLPacMan,MyGhosts,11.60,2060,1
11192,RLPacMan,MyGhosts,64.68,4790,1
11193,RLPacMan,MyGhosts,16.62,1450,1
11194,RLPacMan,MyGhosts,45.22,3640,1
11195,RLPacMan,MyGhosts,13.07,1900,1
11196,RLPacMan,MyGhosts,28.07,1970,1
11197,RLPacMan,MyGhosts,20.92,2850,1
11198,RLPacMan,MyGhosts,18.97,1990,1
11199,RLPacMan,MyGhosts,9.43,750,1
11200,RLPacMan,MyGhosts,15.90,1930,1
11201,RLPacMan,MyGhosts,23.70,2390,1
11202,RLPacMan,MyGhosts,42.52,4700,1
11203,RLPacMan,MyGhosts,44.80,1800,1
11204,RLPacMan,MyGhosts,27.03,3800,1
11205,RLPacMan,MyGhosts,24.75,2740,1
11206,RLPacMan,MyGhosts,18.27,2190,1
11207,RLPacMan,MyGhosts,33.58,3830,1
11208,RLPacMan,MyGhosts,24.40,1670,1
11209,RLPacMan,MyGhosts,46.08,3820,1
11210,RLPacMan,MyGhosts,20.88,1530,1
11211,RLPacMan,MyGhosts,21.78,2520,1
11212,RLPacMan,MyGhosts,21.15,2340,1
11213,RLPacMan,MyGhosts,58.43,5120,1
11214,RLPacMan,MyGhosts,44.40,2910,1
11215,RLPacMan,MyGhosts,34.10,2470,1
11216,RLPacMan,MyGhosts,21.93,1910,1
11217,RLPacMan,MyGhosts,16.22,2690,1
11218,RLPacMan,MyGhosts,31.40,3070,1
11219,RLPacMan,MyGhosts,27.92,2600,1
11220,RLPacMan,MyGhosts,13.00,1040,1
11221,RLPacMan,MyGhosts,18.85,1920,1
11222,RLPacMan,MyGhosts,15.77,2010,1
11223,RLPacMan,MyGhosts,25.90,2160,1
11224,RLPacMan,MyGhosts,24.38,4750,1
11225,RLPacMan,MyGhosts,13.57,1830,1
11226,RLPacMan,MyGhosts,29.35,1970,1
11227,RLPacMan,MyGhosts,28.53,3140,1
11228,RLPacMan,MyGhosts,37.00,2800,1
11229,RLPacMan,MyGhosts,47.35,2820,1
11230,RLPacMan,MyGhosts,56.10,3350,1
11231,RLPacMan,MyGhosts,28.68,2810,1
11232,RLPacMan,MyGhosts,22.03,5030,1
11233,RLPacMan,MyGhosts,17.07,1820,1
11234,RLPacMan,MyGhosts,26.08,4590,1
11235,RLPacMan,MyGhosts,37.48,2950,1
11236,RLPacMan,MyGhosts,83.72,3850,2
11237,RLPacMan,MyGhosts,12.73,1900,1
11238,RLPacMan,MyGhosts,13.60,1840,1
11239,RLPacMan,MyGhosts,72.83,3750,2
11240,RLPacMan,MyGhosts,55.80,3630,1
11241,RLPacMan,MyGhosts,35.05,4070,1
11242,RLPacMan,MyGhosts,8.62,820,1
11243,RLPacMan,MyGhosts,19.53,2530,1
11244,RLPacMan,MyGhosts,23.43,2630,1
11245,RLPacMan,MyGhosts,92.50,4470,2
11246,RLPacMan,MyGhosts,8.62,820,1
11247,RLPacMan,MyGhosts,21.05,1470,1
11248,RLPacMan,MyGhosts,34.12,5170,1
11249,RLPacMan,MyGhosts,12.73,1900,1
11250,RLPacMan,MyGhosts,27.88,3020,1
11251,RLPacMan,MyGhosts,22.85,3050,1
11252,RLPacMan,MyGhosts,31.98,2780,1
11253,RLPacMan,MyGhosts,46.35,4380,1
11254,RLPacMan,MyGhosts,12.87,1890,1
11255,RLPacMan,MyGhosts,19.32,2560,1
11256,RLPacMan,MyGhosts,46.82,3780,1
11257,RLPacMan,MyGhosts,23.10,2430,1
11258,RLPacMan,MyGhosts,32.73,2750,1
11259,RLPacMan,MyGhosts,25.42,2000,1
11260,RLPacMan,MyGhosts,41.63,2760,1
11261,RLPacMan,MyGhosts,55.65,3100,1
11262,RLPacMan,MyGhosts,37.10,4030,1
11263,RLPacMan,MyGhosts,14.35,2150,1
11264,RLPacMan,MyGhosts,19.08,2450,1
11265,RLPacMan,MyGhosts,31.52,2850,1
11266,RLPacMan,MyGhosts,20.23,2280,1
11267,RLPacMan,MyGhosts,25.47,2430,1
11268,RLPacMan,MyGhosts,15.03,1060,1
11269,RLPacMan,MyGhosts,26.30,2290,1
11270,RLPacMan,MyGhosts,33.28,2280,1
11271,RLPacMan,MyGhosts,20.77,3200,1
11272,RLPacMan,MyGhosts,39.47,2480,1
11273,RLPacMan,MyGhosts,14.47,1890,1
11274,RLPacMan,MyGhosts,53.48,2390,1
11275,RLPacMan,MyGhosts,26.53,2250,1
11276,RLPacMan,MyGhosts,41.77,3350,1
11277,RLPacMan,MyGhosts,19.68,1780,1
11278,RLPacMan,MyGhosts,16.60,1790,1
11279,RLPacMan,MyGhosts,33.82,2540,1
11280,RLPacMan,MyGhosts,16.58,1890,1
11281,RLPacMan,MyGhosts,17.82,3620,1
11282,RLPacMan,MyGhosts,40.68,4970,1
11283,RLPacMan,MyGhosts,22.62,2250,1
11284,RLPacMan,MyGhosts,13.08,1960,1
11285,RLPacMan,MyGhosts,45.72,3030,1
11286,RLPacMan,MyGhosts,34.23,3250,1
11287,RLPacMan,MyGhosts,20.93,1960,1
11288,RLPacMan,MyGhosts,32.38,4050,1
11289,RLPacMan,MyGhosts,21.22,2120,1
11290,RLPacMan,MyGhosts,22.25,2780,1
11291,RLPacMan,MyGhosts,12.73,1900,1
11292,RLPacMan,MyGhosts,33.93,3900,1
11293,RLPacMan,MyGhosts,35.28,4300,1
11294,RLPacMan,MyGhosts,12.03,990,1
11295,RLPacMan,MyGhosts,31.83,2490,1
11296,RLPacMan,MyGhosts,29.05,3610,1
11297,RLPacMan,MyGhosts,83.95,4490,2
11298,RLPacMan,MyGhosts,29.93,1890,1
11299,RLPacMan,MyGhosts,26.02,3220,1
11300,RLPacMan,MyGhosts,25.70,2190,1
11301,RLPacMan,MyGhosts,15.52,1890,1
11302,RLPacMan,MyGhosts,38.20,2760,1
11303,RLPacMan,MyGhosts,33.48,2430,1
11304,RLPacMan,MyGhosts,37.40,2070,1
11305,RLPacMan,MyGhosts,47.62,2750,1
11306,RLPacMan,MyGhosts,48.07,2690,1
11307,RLPacMan,MyGhosts,17.37,1350,1
11308,RLPacMan,MyGhosts,22.00,2960,1
11309,RLPacMan,MyGhosts,13.85,1260,1
11310,RLPacMan,MyGhosts,18.70,1350,1
11311,RLPacMan,MyGhosts,47.27,3900,1
11312,RLPacMan,MyGhosts,24.38,890,1
11313,RLPacMan,MyGhosts,15.67,1790,1
11314,RLPacMan,MyGhosts,37.82,2250,1
11315,RLPacMan,MyGhosts,17.20,2170,1
11316,RLPacMan,MyGhosts,12.73,1900,1
11317,RLPacMan,MyGhosts,15.90,1890,1
11318,RLPacMan,MyGhosts,13.42,1160,1
11319,RLPacMan,MyGhosts,48.75,3180,1
11320,RLPacMan,MyGhosts,44.52,2780,1
11321,RLPacMan,MyGhosts,76.73,5130,2
11322,RLPacMan,MyGhosts,15.20,2020,1
11323,RLPacMan,MyGhosts,27.42,1560,1
11324,RLPacMan,MyGhosts,33.68,2400,1
11325,RLPacMan,MyGhosts,41.92,3350,1
11326,RLPacMan,MyGhosts,13.15,1970,1
11327,RLPacMan,MyGhosts,25.87,2450,1
11328,RLPacMan,MyGhosts,30.25,1580,1
11329,RLPacMan,MyGhosts,18.03,1210,1
11330,RLPacMan,MyGhosts,15.47,1890,1
11331,RLPacMan,MyGhosts,19.13,2310,1
11332,RLPacMan,MyGhosts,22.77,3360,1
11333,RLPacMan,MyGhosts,12.87,1890,1
11334,RLPacMan,MyGhosts,15.63,1910,1
11335,RLPacMan,MyGhosts,16.28,2420,1
11336,RLPacMan,MyGhosts,17.80,1800,1
11337,RLPacMan,MyGhosts,24.23,4230,1
11338,RLPacMan,MyGhosts,49.70,2300,1
11339,RLPacMan,MyGhosts,16.10,1890,1
11340,RLPacMan,MyGhosts,43.17,3590,1
11341,RLPacMan,MyGhosts,44.48,5040,1
