AI Method,Ghost Method,Time (s),Score,Level
557,RLPacMan,MyGhosts,29.62,2580,1
558,RLPacMan,MyGhosts,17.87,2010,1
559,RLPacMan,MyGhosts,21.53,2190,1
560,RLPacMan,MyGhosts,25.02,1960,1
561,RLPacMan,MyGhosts,39.10,3190,1
562,RLPacMan,MyGhosts,25.60,2950,1
563,RLPacMan,MyGhosts,36.28,3060,1
564,RLPacMan,MyGhosts,42.00,2870,1
565,RLPacMan,MyGhosts,15.93,1530,1
566,RLPacMan,MyGhosts,31.75,2720,1
567,RLPacMan,MyGhosts,26.18,3600,1
568,RLPacMan,MyGhosts,22.68,1920,1
569,RLPacMan,MyGhosts,13.93,1830,1
570,RLPacMan,MyGhosts,23.82,1840,1
571,RLPacMan,MyGhosts,40.47,3680,1
572,RLPacMan,MyGhosts,42.87,3820,1
573,RLPacMan,MyGhosts,30.83,1870,1
574,RLPacMan,MyGhosts,26.70,2280,1
575,RLPacMan,MyGhosts,43.40,2500,1
576,RLPacMan,MyGhosts,41.87,4120,1
577,RLPacMan,MyGhosts,11.28,820,1
578,RLPacMan,MyGhosts,76.72,3790,2
579,RLPacMan,MyGhosts,19.38,1870,1
580,RLPacMan,MyGhosts,31.30,2710,1
581,RLPacMan,MyGhosts,26.93,2390,1
582,RLPacMan,MyGhosts,13.70,1630,1
583,RLPacMan,MyGhosts,15.47,1790,1
584,RLPacMan,MyGhosts,77.80,3940,2
585,RLPacMan,MyGhosts,20.77,2130,1
586,RLPacMan,MyGhosts,32.97,4320,1
587,RLPacMan,MyGhosts,79.68,6730,2
588,RLPacMan,MyGhosts,25.50,3680,1
589,RLPacMan,MyGhosts,71.70,3490,2
590,RLPacMan,MyGhosts,10.45,1150,1
591,RLPacMan,MyGhosts,21.67,2950,1
592,RLPacMan,MyGhosts,22.68,1900,1
593,RLPacMan,MyGhosts,36.43,2210,1
594,RLPacMan,MyGhosts,16.63,2120,1
595,RLPacMan,MyGhosts,78.77,4120,2
596,RLPacMan,MyGhosts,33.17,3800,1
597,RLPacMan,MyGhosts,28.27,2330,1
598,RLPacMan,MyGhosts,33.82,3060,1
599,RLPacMan,MyGhosts,41.30,2360,1
600,RLPacMan,MyGhosts,22.12,1120,1
601,RLPacMan,MyGhosts,30.63,1910,1
602,RLPacMan,MyGhosts,28.48,3630,1
603,RLPacMan,MyGhosts,66.52,2960,1
604,RLPacMan,MyGhosts,42.00,2430,1
605,RLPacMan,MyGhosts,26.10,1990,1
606,RLPacMan,MyGhosts,80.93,3260,2
607,RLPacMan,MyGhosts,28.30,1960,1
608,RLPacMan,MyGhosts,34.65,2460,1
609,RLPacMan,MyGhosts,24.57,2160,1
610,RLPacMan,MyGhosts,22.27,2380,1
611,RLPacMan,MyGhosts,54.03,3500,1
612,RLPacMan,MyGhosts,29.47,2240,1
613,RLPacMan,MyGhosts,31.53,2800,1
614,RLPacMan,MyGhosts,27.98,1790,1
615,RLPacMan,MyGhosts,25.72,2010,1
616,RLPacMan,MyGhosts,48.33,2720,1
617,RLPacMan,MyGhosts,22.82,1450,1
618,RLPacMan,MyGhosts,20.97,2360,1
619,RLPacMan,MyGhosts,23.15,1520,1
620,RLPacMan,MyGhosts,17.48,1210,1
621,RLPacMan,MyGhosts,39.67,2390,1
622,RLPacMan,MyGhosts,28.52,2020,1
623,RLPacMan,MyGhosts,47.05,2540,1
624,RLPacMan,MyGhosts,26.60,1840,1
625,RLPacMan,MyGhosts,19.55,1560,1
626,RLPacMan,MyGhosts,23.92,2550,1
627,RLPacMan,MyGhosts,29.43,3320,1
628,RLPacMan,MyGhosts,31.02,2360,1
629,RLPacMan,MyGhosts,28.03,2360,1
630,RLPacMan,MyGhosts,13.05,1130,1
631,RLPacMan,MyGhosts,28.18,1960,1
632,RLPacMan,MyGhosts,36.35,2330,1
633,RLPacMan,MyGhosts,32.40,2360,1
634,RLPacMan,MyGhosts,47.20,2420,1
635,RLPacMan,MyGhosts,20.05,2390,1
636,RLPacMan,MyGhosts,22.43,2670,1
637,RLPacMan,MyGhosts,41.12,3440,1
638,RLPacMan,MyGhosts,29.12,2070,1
639,RLPacMan,MyGhosts,23.05,2080,1
640,RLPacMan,MyGhosts,38.65,2470,1
641,RLPacMan,MyGhosts,27.92,2750,1
642,RLPacMan,MyGhosts,29.70,1920,1
643,RLPacMan,MyGhosts,9.65,760,1
644,RLPacMan,MyGhosts,25.35,2460,1
645,RLPacMan,MyGhosts,33.15,2280,1
646,RLPacMan,MyGhosts,23.82,2430,1
647,RLPacMan,MyGhosts,22.83,2120,1
648,RLPacMan,MyGhosts,29.95,3120,1
649,RLPacMan,MyGhosts,31.75,2560,1
650,RLPacMan,MyGhosts,38.95,2290,1
651,RLPacMan,MyGhosts,30.97,1920,1
652,RLPacMan,MyGhosts,27.75,1990,1
653,RLPacMan,MyGhosts,16.37,1610,1
654,RLPacMan,MyGhosts,28.12,2440,1
655,RLPacMan,MyGhosts,34.27,2830,1
656,RLPacMan,MyGhosts,26.67,2570,1
657,RLPacMan,MyGhosts,27.75,2730,1
658,RLPacMan,MyGhosts,22.22,2120,1
659,RLPacMan,MyGhosts,39.22,3660,1
660,RLPacMan,MyGhosts,16.57,1260,1
661,RLPacMan,MyGhosts,12.87,1860,1
662,RLPacMan,MyGhosts,28.22,1830,1
663,RLPacMan,MyGhosts,55.12,2770,1
664,RLPacMan,MyGhosts,27.87,2650,1
665,RLPacMan,MyGhosts,25.75,2240,1
666,RLPacMan,MyGhosts,78.10,4230,2
667,RLPacMan,MyGhosts,37.13,3220,1
668,RLPacMan,MyGhosts,28.05,1980,1
669,RLPacMan,MyGhosts,25.07,1710,1
670,RLPacMan,MyGhosts,23.38,2110,1
671,RLPacMan,MyGhosts,45.80,3660,1
672,RLPacMan,MyGhosts,39.52,2790,1
673,RLPacMan,MyGhosts,37.60,1940,1
674,RLPacMan,MyGhosts,35.60,2550,1
675,RLPacMan,MyGhosts,39.32,2740,1
676,RLPacMan,MyGhosts,35.08,3990,1
677,RLPacMan,MyGhosts,28.45,2550,1
678,RLPacMan,MyGhosts,16.52,1000,1
679,RLPacMan,MyGhosts,25.18,1720,1
680,RLPacMan,MyGhosts,20.95,2100,1
681,RLPacMan,MyGhosts,20.67,2360,1
682,RLPacMan,MyGhosts,23.05,2100,1
683,RLPacMan,MyGhosts,20.87,2110,1
684,RLPacMan,MyGhosts,79.02,3550,2
685,RLPacMan,MyGhosts,26.40,2220,1
686,RLPacMan,MyGhosts,23.30,1540,1
687,RLPacMan,MyGhosts,34.92,2490,1
688,RLPacMan,MyGhosts,17.68,2070,1
689,RLPacMan,MyGhosts,13.70,1330,1
690,RLPacMan,MyGhosts,24.08,1760,1
691,RLPacMan,MyGhosts,40.35,2390,1
692,RLPacMan,MyGhosts,24.78,2800,1
693,RLPacMan,MyGhosts,33.45,2070,1
694,RLPacMan,MyGhosts,25.08,2520,1
695,RLPacMan,MyGhosts,23.60,2160,1
696,RLPacMan,MyGhosts,57.73,3230,1
697,RLPacMan,MyGhosts,18.73,1660,1
698,RLPacMan,MyGhosts,23.05,2330,1
699,RLPacMan,MyGhosts,37.00,2340,1
700,RLPacMan,MyGhosts,27.57,2200,1
701,RLPacMan,MyGhosts,29.72,2280,1
702,RLPacMan,MyGhosts,21.37,2080,1
703,RLPacMan,MyGhosts,23.57,2860,1
704,RLPacMan,MyGhosts,29.38,2410,1
705,RLPacMan,MyGhosts,54.35,4360,1
706,RLPacMan,MyGhosts,77.35,3410,2
707,RLPacMan,MyGhosts,12.72,1210,1
708,RLPacMan,MyGhosts,29.77,2650,1
709,RLPacMan,MyGhosts,17.08,1770,1
710,RLPacMan,MyGhosts,43.15,3430,1
711,RLPacMan,MyGhosts,19.97,1860,1
712,RLPacMan,MyGhosts,35.22,2480,1
713,RLPacMan,MyGhosts,34.28,3610,1
714,RLPacMan,MyGhosts,36.65,2350,1
715,RLPacMan,MyGhosts,23.92,3740,1
716,RLPacMan,MyGhosts,20.55,1350,1
717,RLPacMan,MyGhosts,59.53,2240,1
718,RLPacMan,MyGhosts,33.42,1770,1
719,RLPacMan,MyGhosts,15.33,2110,1
720,RLPacMan,MyGhosts,22.07,1570,1
721,RLPacMan,MyGhosts,27.88,2190,1
722,RLPacMan,MyGhosts,35.68,2440,1
723,RLPacMan,MyGhosts,34.58,3160,1
724,RLPacMan,MyGhosts,23.48,2280,1
725,RLPacMan,MyGhosts,27.37,2490,1
726,RLPacMan,MyGhosts,37.60,2380,1
727,RLPacMan,MyGhosts,76.85,4380,2
728,RLPacMan,MyGhosts,29.12,2280,1
729,RLPacMan,MyGhosts,32.92,1830,1
730,RLPacMan,MyGhosts,39.63,2300,1
731,RLPacMan,MyGhosts,27.07,2230,1
732,RLPacMan,MyGhosts,20.88,2060,1
733,RLPacMan,MyGhosts,33.93,2840,1
734,RLPacMan,MyGhosts,24.17,2530,1
735,RLPacMan,MyGhosts,13.10,1580,1
736,RLPacMan,MyGhosts,12.32,1080,1
737,RLPacMan,MyGhosts,20.03,1880,1
738,RLPacMan,MyGhosts,19.38,1960,1
739,RLPacMan,MyGhosts,16.13,1780,1
740,RLPacMan,MyGhosts,37.55,2230,1
741,RLPacMan,MyGhosts,14.58,1780,1
742,RLPacMan,MyGhosts,80.37,4130,2
743,RLPacMan,MyGhosts,81.85,5800,2
744,RLPacMan,MyGhosts,33.53,2610,1
745,RLPacMan,MyGhosts,19.23,2000,1
746,RLPacMan,MyGhosts,15.37,960,1
747,RLPacMan,MyGhosts,14.38,1110,1
748,RLPacMan,MyGhosts,16.67,2130,1
749,RLPacMan,MyGhosts,30.13,2220,1
750,RLPacMan,MyGhosts,52.88,2750,1
751,RLPacMan,MyGhosts,34.45,2600,1
752,RLPacMan,MyGhosts,14.90,1080,1
753,RLPacMan,MyGhosts,28.78,2180,1
754,RLPacMan,MyGhosts,13.60,920,1
755,RLPacMan,MyGhosts,21.48,1970,1
756,RLPacMan,MyGhosts,32.17,2920,1
757,RLPacMan,MyGhosts,45.50,3730,1
758,RLPacMan,MyGhosts,40.80,2230,1
759,RLPacMan,MyGhosts,33.00,3580,1
760,RLPacMan,MyGhosts,33.55,2070,1
761,RLPacMan,MyGhosts,36.90,3110,1
762,RLPacMan,MyGhosts,28.85,2480,1
763,RLPacMan,MyGhosts,24.68,3530,1
764,RLPacMan,MyGhosts,45.17,3140,1
765,RLPacMan,MyGhosts,80.12,3810,2
766,RLPacMan,MyGhosts,41.42,2280,1
767,RLPacMan,MyGhosts,31.08,2320,1
768,RLPacMan,MyGhosts,26.78,1820,1
769,RLPacMan,MyGhosts,17.38,1540,1
770,RLPacMan,MyGhosts,85.88,4120,2
771,RLPacMan,MyGhosts,33.40,3140,1
772,RLPacMan,MyGhosts,22.37,1800,1
773,RLPacMan,MyGhosts,39.30,2390,1
774,RLPacMan,MyGhosts,23.15,1850,1
775,RLPacMan,MyGhosts,23.43,2300,1
776,RLPacMan,MyGhosts,36.92,2820,1
777,RLPacMan,MyGhosts,22.82,1490,1
778,RLPacMan,MyGhosts,44.92,2010,1
779,RLPacMan,MyGhosts,34.33,1650,1
780,RLPacMan,MyGhosts,40.00,3030,1
781,RLPacMan,MyGhosts,29.00,3250,1
782,RLPacMan,MyGhosts,18.08,1560,1
783,RLPacMan,MyGhosts,13.63,950,1
784,RLPacMan,MyGhosts,27.30,2290,1
785,RLPacMan,MyGhosts,29.00,2340,1
786,RLPacMan,MyGhosts,26.87,1910,1
787,RLPacMan,MyGhosts,19.88,2890,1
788,RLPacMan,MyGhosts,31.33,2170,1
789,RLPacMan,MyGhosts,27.77,2430,1
790,RLPacMan,MyGhosts,51.07,3540,1
791,RLPacMan,MyGhosts,86.22,5420,2
792,RLPacMan,MyGhosts,24.08,2790,1
793,RLPacMan,MyGhosts,29.02,3240,1
794,RLPacMan,MyGhosts,28.47,2030,1
795,RLPacMan,MyGhosts,36.23,3170,1
796,RLPacMan,MyGhosts,31.50,2230,1
797,RLPacMan,MyGhosts,34.87,2930,1
798,RLPacMan,MyGhosts,28.48,1830,1
799,RLPacMan,MyGhosts,23.93,2070,1
800,RLPacMan,MyGhosts,26.12,2340,1
801,RLPacMan,MyGhosts,38.63,3220,1
802,RLPacMan,MyGhosts,22.00,3470,1
803,RLPacMan,MyGhosts,44.10,3120,1
804,RLPacMan,MyGhosts,30.52,2480,1
805,RLPacMan,MyGhosts,23.10,2310,1
806,RLPacMan,MyGhosts,36.03,2990,1
807,RLPacMan,MyGhosts,9.45,880,1
808,RLPacMan,MyGhosts,24.88,2360,1
809,RLPacMan,MyGhosts,29.20,3730,1
810,RLPacMan,MyGhosts,73.47,3820,2
811,RLPacMan,MyGhosts,41.40,3860,1
812,RLPacMan,MyGhosts,27.40,3030,1
813,RLPacMan,MyGhosts,23.38,1990,1
814,RLPacMan,MyGhosts,38.32,2890,1
815,RLPacMan,MyGhosts,44.87,3110,1
816,RLPacMan,MyGhosts,34.57,3890,1
817,RLPacMan,MyGhosts,82.75,5090,2
818,RLPacMan,MyGhosts,25.42,2030,1
819,RLPacMan,MyGhosts,45.50,3660,1
820,RLPacMan,MyGhosts,17.00,1090,1
821,RLPacMan,MyGhosts,33.22,2360,1
822,RLPacMan,MyGhosts,34.07,2310,1
823,RLPacMan,MyGhosts,25.62,2760,1
824,RLPacMan,MyGhosts,19.55,1820,1
825,RLPacMan,MyGhosts,38.62,2920,1
826,RLPacMan,MyGhosts,26.45,2560,1
827,RLPacMan,MyGhosts,71.48,3590,2
828,RLPacMan,MyGhosts,53.20,2900,1
829,RLPacMan,MyGhosts,34.97,1950,1
830,RLPacMan,MyGhosts,17.22,2100,1
831,RLPacMan,MyGhosts,17.58,1820,1
832,RLPacMan,MyGhosts,35.85,2800,1
833,RLPacMan,MyGhosts,38.50,1710,1
834,RLPacMan,MyGhosts,34.58,2630,1
835,RLPacMan,MyGhosts,32.30,2580,1
836,RLPacMan,MyGhosts,16.12,1300,1
837,RLPacMan,MyGhosts,22.98,1950,1
838,RLPacMan,MyGhosts,21.42,1610,1
839,RLPacMan,MyGhosts,17.68,1300,1
840,RLPacMan,MyGhosts,10.37,950,1
841,RLPacMan,MyGhosts,61.30,2250,1
842,RLPacMan,MyGhosts,38.78,2090,1
843,RLPacMan,MyGhosts,18.90,1460,1
844,RLPacMan,MyGhosts,37.33,3660,1
845,RLPacMan,MyGhosts,30.80,4300,1
846,RLPacMan,MyGhosts,23.92,1570,1
847,RLPacMan,MyGhosts,34.92,2830,1
848,RLPacMan,MyGhosts,78.12,3820,2
849,RLPacMan,MyGhosts,49.90,2090,1
850,RLPacMan,MyGhosts,25.23,2960,1
851,RLPacMan,MyGhosts,34.85,2260,1
852,RLPacMan,MyGhosts,16.48,2950,1
853,RLPacMan,MyGhosts,28.07,2210,1
854,RLPacMan,MyGhosts,33.07,2230,1
855,RLPacMan,MyGhosts,24.38,1890,1
856,RLPacMan,MyGhosts,23.12,2840,1
857,RLPacMan,MyGhosts,18.82,1710,1
858,RLPacMan,MyGhosts,19.08,2320,1
859,RLPacMan,MyGhosts,25.65,2670,1
860,RLPacMan,MyGhosts,53.27,2470,1
861,RLPacMan,MyGhosts,27.68,2530,1
862,RLPacMan,MyGhosts,46.27,2940,1
863,RLPacMan,MyGhosts,22.00,1520,1
864,RLPacMan,MyGhosts,28.25,2530,1
865,RLPacMan,MyGhosts,19.38,1970,1
866,RLPacMan,MyGhosts,18.57,1630,1
867,RLPacMan,MyGhosts,42.12,2910,1
868,RLPacMan,MyGhosts,32.58,2090,1
869,RLPacMan,MyGhosts,37.85,2330,1
870,RLPacMan,MyGhosts,17.98,2260,1
871,RLPacMan,MyGhosts,20.68,2240,1
872,RLPacMan,MyGhosts,32.45,4120,1
873,RLPacMan,MyGhosts,48.38,3110,1
874,RLPacMan,MyGhosts,29.62,1920,1
875,RLPacMan,MyGhosts,23.93,1660,1
876,RLPacMan,MyGhosts,43.70,2450,1
877,RLPacMan,MyGhosts,34.62,2610,1
878,RLPacMan,MyGhosts,24.45,1900,1
879,RLPacMan,MyGhosts,35.65,2460,1
880,RLPacMan,MyGhosts,19.02,1390,1
881,RLPacMan,MyGhosts,25.38,2750,1
882,RLPacMan,MyGhosts,35.25,2320,1
883,RLPacMan,MyGhosts,32.55,1730,1
884,RLPacMan,MyGhosts,22.30,2550,1
885,RLPacMan,MyGhosts,41.85,2480,1
886,RLPacMan,MyGhosts,57.42,3900,1
887,RLPacMan,MyGhosts,15.17,1180,1
888,RLPacMan,MyGhosts,7.32,590,1
889,RLPacMan,MyGhosts,42.95,3250,1
890,RLPacMan,MyGhosts,24.58,3020,1
891,RLPacMan,MyGhosts,11.73,2350,1
892,RLPacMan,MyGhosts,39.10,2230,1
893,RLPacMan,MyGhosts,43.72,3970,1
894,RLPacMan,MyGhosts,82.90,4840,2
895,RLPacMan,MyGhosts,32.92,2210,1
896,RLPacMan,MyGhosts,15.60,1310,1
897,RLPacMan,MyGhosts,17.95,1070,1
898,RLPacMan,MyGhosts,42.23,2660,1
899,RLPacMan,MyGhosts,60.85,2540,1
900,RLPacMan,MyGhosts,29.38,3660,1
901,RLPacMan,MyGhosts,28.97,5010,1
902,RLPacMan,MyGhosts,26.47,2060,1
903,RLPacMan,MyGhosts,53.53,2440,1
904,RLPacMan,MyGhosts,62.63,3730,1
905,RLPacMan,MyGhosts,31.53,3260,1
906,RLPacMan,MyGhosts,27.25,2330,1
907,RLPacMan,MyGhosts,12.87,1070,1
908,RLPacMan,MyGhosts,28.57,2030,1
909,RLPacMan,MyGhosts,32.18,3000,1
910,RLPacMan,MyGhosts,45.72,3230,1
911,RLPacMan,MyGhosts,30.87,2710,1
912,RLPacMan,MyGhosts,13.30,1390,1
913,RLPacMan,MyGhosts,24.83,1760,1
914,RLPacMan,MyGhosts,31.82,2030,1
915,RLPacMan,MyGhosts,43.92,3320,1
916,RLPacMan,MyGhosts,27.62,2670,1
917,RLPacMan,MyGhosts,32.28,2280,1
918,RLPacMan,MyGhosts,33.53,2830,1
919,RLPacMan,MyGhosts,30.78,3380,1
920,RLPacMan,MyGhosts,19.42,1920,1
921,RLPacMan,MyGhosts,29.37,2540,1
922,RLPacMan,MyGhosts,26.43,3700,1
923,RLPacMan,MyGhosts,26.88,1840,1
924,RLPacMan,MyGhosts,24.48,2000,1
925,RLPacMan,MyGhosts,21.42,1760,1
926,RLPacMan,MyGhosts,39.53,2290,1
927,RLPacMan,MyGhosts,19.98,1670,1
928,RLPacMan,MyGhosts,46.42,2370,1
929,RLPacMan,MyGhosts,11.27,590,1
930,RLPacMan,MyGhosts,12.25,1220,1
931,RLPacMan,MyGhosts,31.82,4220,1
932,RLPacMan,MyGhosts,31.27,3290,1
933,RLPacMan,MyGhosts,39.42,2590,1
934,RLPacMan,MyGhosts,43.68,2540,1
935,RLPacMan,MyGhosts,27.18,2060,1
936,RLPacMan,MyGhosts,16.63,770,1
937,RLPacMan,MyGhosts,22.72,1890,1
938,RLPacMan,MyGhosts,28.57,2300,1
939,RLPacMan,MyGhosts,44.70,2810,1
940,RLPacMan,MyGhosts,17.70,2370,1
941,RLPacMan,MyGhosts,40.52,3470,1
942,RLPacMan,MyGhosts,20.20,2320,1
943,RLPacMan,MyGhosts,38.20,2760,1
944,RLPacMan,MyGhosts,19.23,860,1
945,RLPacMan,MyGhosts,50.15,3780,1
946,RLPacMan,MyGhosts,43.02,2520,1
947,RLPacMan,MyGhosts,17.42,1120,1
948,RLPacMan,MyGhosts,27.93,3850,1
949,RLPacMan,MyGhosts,32.35,2500,1
950,RLPacMan,MyGhosts,25.98,3100,1
951,RLPacMan,MyGhosts,18.25,2120,1
952,RLPacMan,MyGhosts,30.50,2200,1
953,RLPacMan,MyGhosts,21.67,2800,1
954,RLPacMan,MyGhosts,27.13,2140,1
955,RLPacMan,MyGhosts,21.72,1550,1
956,RLPacMan,MyGhosts,75.43,4240,2
957,RLPacMan,MyGhosts,16.88,1730,1
958,RLPacMan,MyGhosts,24.62,1890,1
959,RLPacMan,MyGhosts,39.02,2150,1
960,RLPacMan,MyGhosts,31.62,2380,1
961,RLPacMan,MyGhosts,30.07,3080,1
962,RLPacMan,MyGhosts,41.58,3130,1
963,RLPacMan,MyGhosts,23.45,2450,1
964,RLPacMan,MyGhosts,42.87,3760,1
965,RLPacMan,MyGhosts,30.43,1660,1
966,RLPacMan,MyGhosts,26.63,1890,1
967,RLPacMan,MyGhosts,24.75,2410,1
968,RLPacMan,MyGhosts,54.57,3360,1
969,RLPacMan,MyGhosts,34.48,2760,1
970,RLPacMan,MyGhosts,42.98,3390,1
971,RLPacMan,MyGhosts,37.53,3530,1
972,RLPacMan,MyGhosts,24.17,2310,1
973,RLPacMan,MyGhosts,31.82,2470,1
974,RLPacMan,MyGhosts,28.05,2290,1
975,RLPacMan,MyGhosts,19.43,1480,1
976,RLPacMan,MyGhosts,16.67,1840,1
977,RLPacMan,MyGhosts,27.53,2570,1
978,RLPacMan,MyGhosts,24.58,2130,1
979,RLPacMan,MyGhosts,62.87,2400,1
980,RLPacMan,MyGhosts,15.37,3080,1
981,RLPacMan,MyGhosts,49.48,2960,1
982,RLPacMan,MyGhosts,30.80,2360,1
983,RLPacMan,MyGhosts,25.62,1870,1
984,RLPacMan,MyGhosts,33.28,1830,1
985,RLPacMan,MyGhosts,10.25,830,1
986,RLPacMan,MyGhosts,20.75,2010,1
987,RLPacMan,MyGhosts,29.42,4590,1
988,RLPacMan,MyGhosts,52.72,2590,1
989,RLPacMan,MyGhosts,37.08,2430,1
990,RLPacMan,MyGhosts,26.38,2000,1
991,RLPacMan,MyGhosts,30.35,2810,1
992,RLPacMan,MyGhosts,15.88,2350,1
993,RLPacMan,MyGhosts,76.65,3740,2
994,RLPacMan,MyGhosts,73.22,4740,2
995,RLPacMan,MyGhosts,37.25,2310,1
996,RLPacMan,MyGhosts,25.75,2310,1
997,RLPacMan,MyGhosts,28.28,2490,1
998,RLPacMan,MyGhosts,41.92,2940,1
999,RLPacMan,MyGhosts,23.05,2980,1
1000,RLPacMan,MyGhosts,26.67,1930,1
1001,RLPacMan,MyGhosts,62.97,2360,1
1002,RLPacMan,MyGhosts,23.57,3110,1
1003,RLPacMan,MyGhosts,33.35,3190,1
1004,RLPacMan,MyGhosts,26.03,2720,1
1005,RLPacMan,MyGhosts,39.95,3500,1
1006,RLPacMan,MyGhosts,35.83,2880,1
1007,RLPacMan,MyGhosts,27.63,2280,1
1008,RLPacMan,MyGhosts,21.77,1650,1
1009,RLPacMan,MyGhosts,24.88,1910,1
1010,RLPacMan,MyGhosts,47.40,3090,1
1011,RLPacMan,MyGhosts,38.50,2420,1
1012,RLPacMan,MyGhosts,24.92,1770,1
1013,RLPacMan,MyGhosts,37.98,2240,1
1014,RLPacMan,MyGhosts,22.70,3640,1
1015,RLPacMan,MyGhosts,23.13,2000,1
1016,RLPacMan,MyGhosts,29.52,2150,1
1017,RLPacMan,MyGhosts,40.70,2180,1
1018,RLPacMan,MyGhosts,32.17,2390,1
1019,RLPacMan,MyGhosts,10.38,730,1
1020,RLPacMan,MyGhosts,76.67,4420,2
1021,RLPacMan,MyGhosts,28.90,2800,1
1022,RLPacMan,MyGhosts,31.23,2600,1
1023,RLPacMan,MyGhosts,23.25,3340,1
1024,RLPacMan,MyGhosts,31.27,3960,1
1025,RLPacMan,MyGhosts,62.47,2400,1
1026,RLPacMan,MyGhosts,28.38,2000,1
1027,RLPacMan,MyGhosts,42.08,2740,1
1028,RLPacMan,MyGhosts,47.75,2520,1
1029,RLPacMan,MyGhosts,25.12,2170,1
1030,RLPacMan,MyGhosts,24.72,1920,1
1031,RLPacMan,MyGhosts,37.98,2710,1
1032,RLPacMan,MyGhosts,43.95,3200,1
1033,RLPacMan,MyGhosts,9.22,690,1
1034,RLPacMan,MyGhosts,21.72,2400,1
1035,RLPacMan,MyGhosts,30.05,1880,1
1036,RLPacMan,MyGhosts,41.23,3260,1
1037,RLPacMan,MyGhosts,21.40,2130,1
1038,RLPacMan,MyGhosts,20.65,2000,1
1039,RLPacMan,MyGhosts,27.55,2170,1
1040,RLPacMan,MyGhosts,20.42,1680,1
1041,RLPacMan,MyGhosts,23.27,1930,1
1042,RLPacMan,MyGhosts,24.13,2440,1
1043,RLPacMan,MyGhosts,27.13,2190,1
1044,RLPacMan,MyGhosts,19.93,1650,1
1045,RLPacMan,MyGhosts,33.17,2510,1
1046,RLPacMan,MyGhosts,11.72,1540,1
1047,RLPacMan,MyGhosts,72.57,3380,2
1048,RLPacMan,MyGhosts,22.40,1810,1
1049,RLPacMan,MyGhosts,20.78,2460,1
1050,RLPacMan,MyGhosts,42.10,3000,1
1051,RLPacMan,MyGhosts,18.65,1660,1
1052,RLPacMan,MyGhosts,23.40,2280,1
1053,RLPacMan,MyGhosts,24.15,2300,1
1054,RLPacMan,MyGhosts,32.77,2350,1
1055,RLPacMan,MyGhosts,32.37,2260,1
1056,RLPacMan,MyGhosts,20.12,3440,1
1057,RLPacMan,MyGhosts,37.40,3260,1
1058,RLPacMan,MyGhosts,25.55,1930,1
1059,RLPacMan,MyGhosts,7.82,590,1
1060,RLPacMan,MyGhosts,16.23,1620,1
1061,RLPacMan,MyGhosts,33.48,2400,1
1062,RLPacMan,MyGhosts,29.45,2990,1
1063,RLPacMan,MyGhosts,22.65,1800,1
1064,RLPacMan,MyGhosts,28.42,2670,1
1065,RLPacMan,MyGhosts,30.25,2170,1
1066,RLPacMan,MyGhosts,20.72,2290,1
1067,RLPacMan,MyGhosts,29.97,2760,1
1068,RLPacMan,MyGhosts,17.62,1210,1
1069,RLPacMan,MyGhosts,35.03,3000,1
1070,RLPacMan,MyGhosts,19.15,2240,1
1071,RLPacMan,MyGhosts,8.25,800,1
1072,RLPacMan,MyGhosts,12.37,1000,1
1073,RLPacMan,MyGhosts,21.12,1730,1
1074,RLPacMan,MyGhosts,21.30,1910,1
1075,RLPacMan,MyGhosts,20.27,2460,1
1076,RLPacMan,MyGhosts,24.13,1730,1
1077,RLPacMan,MyGhosts,21.73,1710,1
1078,RLPacMan,MyGhosts,24.12,2360,1
1079,RLPacMan,MyGhosts,17.43,1540,1
1080,RLPacMan,MyGhosts,33.27,2950,1
1081,RLPacMan,MyGhosts,24.97,2010,1
1082,RLPacMan,MyGhosts,22.83,2620,1
1083,RLPacMan,MyGhosts,24.87,2140,1
1084,RLPacMan,MyGhosts,10.82,1310,1
1085,RLPacMan,MyGhosts,34.68,2110,1
1086,RLPacMan,MyGhosts,23.73,2340,1
1087,RLPacMan,MyGhosts,30.42,2350,1
1088,RLPacMan,MyGhosts,35.80,2070,1
1089,RLPacMan,MyGhosts,27.00,4100,1
1090,RLPacMan,MyGhosts,52.70,2400,1
1091,RLPacMan,MyGhosts,34.35,2630,1
1092,RLPacMan,MyGhosts,22.18,2130,1
1093,RLPacMan,MyGhosts,28.92,2320,1
1094,RLPacMan,MyGhosts,70.12,3050,2
1095,RLPacMan,MyGhosts,21.87,2080,1
1096,RLPacMan,MyGhosts,17.63,1070,1
1097,RLPacMan,MyGhosts,47.43,2700,1
1098,RLPacMan,MyGhosts,24.75,2070,1
1099,RLPacMan,MyGhosts,19.83,1060,1
1100,RLPacMan,MyGhosts,30.92,2960,1
1101,RLPacMan,MyGhosts,45.07,3740,1
1102,RLPacMan,MyGhosts,32.07,2940,1
1103,RLPacMan,MyGhosts,26.67,2750,1
1104,RLPacMan,MyGhosts,34.65,2170,1
1105,RLPacMan,MyGhosts,31.40,2710,1
1106,RLPacMan,MyGhosts,46.42,3330,1
1107,RLPacMan,MyGhosts,29.18,2660,1
1108,RLPacMan,MyGhosts,45.97,2790,1
1109,RLPacMan,MyGhosts,24.78,1880,1
1110,RLPacMan,MyGhosts,22.95,2210,1
1111,RLPacMan,MyGhosts,18.22,1530,1
